,date,population,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws,statefips,year,month,day,policy,lndailynewdeaths,dailynewdeaths,lndailynewcases,deaths,cases,dailynewcases,day_,dayofyear
2102,2020-02-15,1787065,-0.000575,0.0557,0.0366,-0.058,0.0373,0.0751,0.0123,0.0308,0.0529,16,2020,2,15,0,0.0,0,0.0,0,0,427.3794830371567,22,46
2103,2020-02-16,1787065,0.0146,0.0399,0.0333,-0.0802,0.0363,0.0441,0.000207,0.0311,0.0557,16,2020,2,16,0,0.0,0,0.0,0,0,427.3794830371567,23,47
2104,2020-02-17,1787065,-0.00192,0.0119,0.0214,-0.0988,0.0285,0.028,-0.00931,0.0258,0.0474,16,2020,2,17,0,0.0,0,0.0,0,0,427.3794830371567,24,48
2105,2020-02-18,1787065,-0.00301,0.000794,0.0312,-0.0796,0.0344,0.0298,-0.000654,0.0618,0.0527,16,2020,2,18,0,0.0,0,0.0,0,0,427.3794830371567,25,49
2106,2020-02-19,1787065,-0.00231,-0.0158,0.0325,-0.0542,0.0329,0.0183,-0.014,0.0189,0.0349,16,2020,2,19,0,0.0,0,0.0,0,0,427.3794830371567,26,50
2107,2020-02-20,1787065,-0.0127,-0.0614,0.0224,0.0266,0.0206,0.0357,-0.00998,0.0241,0.0214,16,2020,2,20,0,0.0,0,0.0,0,0,427.3794830371567,27,51
2108,2020-02-21,1787065,-0.0341,-0.0824,0.0108,0.0453,0.00892,0.0138,-0.0039,0.0279,0.0342,16,2020,2,21,0,0.0,0,0.0,0,0,427.3794830371567,28,52
2109,2020-02-22,1787065,-0.0517,-0.129,-0.00958,0.0246,-0.0117,0.0154,-0.0138,0.00336,0.0196,16,2020,2,22,0,0.0,0,0.0,0,0,427.3794830371567,29,53
2110,2020-02-23,1787065,-0.0737,-0.151,-0.0213,0.0392,-0.0273,0.00238,-0.0156,0.00118,0.00769,16,2020,2,23,0,0.0,0,0.0,0,0,427.3794830371567,30,54
2111,2020-02-24,1787065,-0.0709,-0.148,-0.0312,0.0467,-0.0398,-0.0127,-0.0307,-0.00501,-0.0358,16,2020,2,24,0,0.0,0,0.0,0,0,427.3794830371567,31,55
2112,2020-02-25,1787065,-0.0862,-0.132,-0.0365,0.0636,-0.0451,-0.0197,-0.0191,-0.0875,-0.0403,16,2020,2,25,0,0.0,0,0.0,0,0,427.3794830371567,32,56
2113,2020-02-26,1787065,-0.0812,-0.147,-0.0336,0.0604,-0.0392,-0.0156,0.0166,-0.0852,-0.0269,16,2020,2,26,0,0.0,0,0.0,0,0,427.3794830371567,33,57
2114,2020-02-27,1787065,-0.066,-0.125,-0.0278,0.0117,-0.0312,-0.0187,0.0265,-0.0695,-0.0203,16,2020,2,27,0,0.0,0,0.0,0,0,427.3794830371567,34,58
2115,2020-02-28,1787065,-0.0434,-0.171,-0.0215,-0.0171,-0.025,0.00596,0.0532,-0.0881,-0.0415,16,2020,2,28,0,0.0,0,0.0,0,0,427.3794830371567,35,59
2116,2020-02-29,1787065,-0.0191,-0.0471,0.00414,-0.0258,0.00339,0.0326,0.0878,-0.078,-0.0366,16,2020,2,29,0,0.0,0,0.0,0,0,427.3794830371567,36,60
2117,2020-03-01,1787065,-0.0177,-0.0553,0.00441,-0.0128,0.0016,0.00868,0.106,-0.0787,-0.0396,16,2020,3,1,0,0.0,0,0.0,0,0,427.3794830371567,37,61
2118,2020-03-02,1787065,-0.0255,-0.0714,0.0151,0.00159,0.0132,-0.0122,0.13,-0.0372,-0.0277,16,2020,3,2,0,0.0,0,0.0,0,0,427.3794830371567,38,62
2119,2020-03-03,1787065,-0.0297,-0.0556,0.0244,-0.047,0.0262,-0.0316,0.156,-0.00288,-0.0213,16,2020,3,3,0,0.0,0,0.0,0,0,427.3794830371567,39,63
2120,2020-03-04,1787065,-0.0396,-0.0577,0.00715,-0.0415,0.00525,-0.0305,0.159,-0.00331,-0.0474,16,2020,3,4,0,0.0,0,0.0,0,0,427.3794830371567,40,64
2121,2020-03-05,1787065,-0.0492,-0.0585,0.00862,-0.067,0.00728,-0.0339,0.152,0.000645,-0.0609,16,2020,3,5,0,0.0,0,0.0,0,0,427.3794830371567,41,65
2122,2020-03-06,1787065,-0.0588,-0.0952,0.00151,-0.0448,-0.00295,-0.0606,0.155,-0.0245,-0.0667,16,2020,3,6,0,0.0,0,0.0,0,0,427.3794830371567,42,66
2123,2020-03-07,1787065,-0.0538,-0.124,0.0066,-0.0241,0.00112,-0.0468,0.136,0.00567,-0.0693,16,2020,3,7,0,0.0,0,0.0,0,0,427.3794830371567,43,67
2124,2020-03-08,1787065,-0.0478,-0.13,0.0142,-0.0158,0.00688,-0.0316,0.142,0.00205,-0.0851,16,2020,3,8,0,0.0,0,0.0,0,0,427.3794830371567,44,68
2125,2020-03-09,1787065,-0.0374,-0.153,0.011,-0.0601,0.00779,-0.0135,0.136,0.000193,-0.0955,16,2020,3,9,0,0.0,0,0.0,0,0,427.3794830371567,45,69
2126,2020-03-10,1787065,-0.0341,-0.143,0.0179,-0.0477,0.017,-0.014,0.121,-0.0335,-0.104,16,2020,3,10,0,0.0,0,0.0,0,0,427.3794830371567,46,70
2127,2020-03-11,1787065,-0.0355,-0.157,0.0159,-0.045,0.0153,-0.0318,0.132,-0.0615,-0.108,16,2020,3,11,0,0.0,0,0.0,0,0,427.3794830371567,47,71
2128,2020-03-12,1787065,-0.034,-0.1669999999999999,0.0292,-0.0343,0.025,-0.0541,0.244,-0.0808,-0.0927,16,2020,3,12,0,0.0,0,0.0,0,0,427.3794830371567,48,72
2129,2020-03-13,1787065,-0.0423,-0.197,0.0522,-0.0396,0.0499,-0.051,0.394,-0.0931,-0.0812,16,2020,3,13,0,0.0,0,0.0,0,0,427.3794830371567,49,73
2130,2020-03-14,1787065,-0.0765,-0.193,0.0505,-0.0539,0.0468,-0.105,0.488,-0.107,-0.106,16,2020,3,14,0,0.0,0,0.0,0,1,0.0,50,74
2131,2020-03-15,1787065,-0.111,-0.252,0.0414,-0.0714,0.0409,-0.118,0.529,-0.0927,-0.112,16,2020,3,15,0,0.0,0,1.3862943611198906,0,5,4.0,51,75
2132,2020-03-16,1787065,-0.142,-0.292,0.0535,-0.0101,0.0452,-0.123,0.637,-0.116,-0.134,16,2020,3,16,0,0.0,0,0.0,0,5,0.0,52,76
2133,2020-03-17,1787065,-0.166,-0.363,0.0396,-0.0152,0.027,-0.132,0.7,-0.143,-0.171,16,2020,3,17,0,0.0,0,0.0,0,5,0.0,53,77
2134,2020-03-18,1787065,-0.199,-0.429,0.041,-0.0153,0.0308,-0.152,0.735,-0.159,-0.168,16,2020,3,18,0,0.0,0,1.3862943611198906,0,9,4.0,54,78
2135,2020-03-19,1787065,-0.254,-0.493,0.00757,-0.0406,0.000196,-0.177,0.659,-0.176,-0.209,16,2020,3,19,0,0.0,0,0.6931471805599453,0,11,2.0,55,79
2136,2020-03-20,1787065,-0.324,-0.525,-0.0327,-0.0739,-0.039,-0.234,0.5329999999999999,-0.19,-0.253,16,2020,3,20,0,0.0,0,2.4849066497880004,0,23,12.0,56,80
2137,2020-03-21,1787065,-0.403,-0.623,-0.0613,-0.069,-0.0697,-0.29,0.445,-0.188,-0.265,16,2020,3,21,0,0.0,0,2.079441541679836,0,31,8.0,57,81
2138,2020-03-22,1787065,-0.462,-0.659,-0.0744,-0.0791,-0.0851,-0.326,0.389,-0.175,-0.294,16,2020,3,22,0,0.0,0,2.3978952727983707,0,42,11.0,58,82
2139,2020-03-23,1787065,-0.502,-0.655,-0.111,-0.158,-0.115,-0.356,0.294,-0.234,-0.325,16,2020,3,23,0,0.0,0,1.6094379124341005,0,47,5.0,59,83
2140,2020-03-24,1787065,-0.536,-0.6890000000000001,-0.14,-0.213,-0.142,-0.374,0.241,-0.271,-0.344,16,2020,3,24,0,0.0,0,1.0986122886681098,0,50,3.0,60,84
2141,2020-03-25,1787065,-0.5660000000000001,-0.6990000000000001,-0.158,-0.25,-0.162,-0.389,0.24,-0.303,-0.397,16,2020,3,25,1,0.0,0,3.1354942159291497,0,73,23.0,61,85
2142,2020-03-26,1787065,-0.589,-0.7120000000000001,-0.177,-0.294,-0.183,-0.405,0.201,-0.341,-0.435,16,2020,3,26,1,0.0,0,3.912023005428147,0,123,50.0,62,86
2143,2020-03-27,1787065,-0.618,-0.75,-0.207,-0.287,-0.217,-0.412,0.154,-0.366,-0.474,16,2020,3,27,1,1.0986122886681098,3,4.189654742026425,3,189,66.0,63,87
2144,2020-03-28,1787065,-0.635,-0.738,-0.226,-0.318,-0.234,-0.413,0.12,-0.344,-0.502,16,2020,3,28,1,0.0,1,3.7612001156935615,4,232,43.0,64,88
2145,2020-03-29,1787065,-0.6459999999999999,-0.7390000000000001,-0.24,-0.334,-0.245,-0.411,0.102,-0.344,-0.523,16,2020,3,29,1,0.0,1,3.4011973816621555,5,262,30.0,65,89
2146,2020-03-30,1787065,-0.648,-0.7440000000000001,-0.26,-0.352,-0.267,-0.421,0.0846,-0.364,-0.542,16,2020,3,30,1,0.0,1,3.871201010907892,6,310,48.0,66,90
2147,2020-03-31,1787065,-0.649,-0.75,-0.262,-0.321,-0.27,-0.415,0.0823,-0.393,-0.574,16,2020,3,31,1,0.0,1,4.653960350157523,7,415,105.0,67,91
2148,2020-04-01,1787065,-0.653,-0.713,-0.274,-0.333,-0.28,-0.411,0.0351,-0.405,-0.5479999999999999,16,2020,4,1,1,0.6931471805599453,2,4.709530201312334,9,526,111.0,68,92
2149,2020-04-02,1787065,-0.65,-0.695,-0.272,-0.325,-0.275,-0.406,0.0421,-0.431,-0.542,16,2020,4,2,1,0.0,0,4.962844630259907,9,669,143.0,69,93
2150,2020-04-03,1787065,-0.631,-0.677,-0.265,-0.373,-0.264,-0.385,0.0621,-0.439,-0.539,16,2020,4,3,1,0.0,0,5.402677381872278,9,891,222.0,70,94
2151,2020-04-04,1787065,-0.624,-0.653,-0.267,-0.393,-0.263,-0.399,0.0717,-0.451,-0.5379999999999999,16,2020,4,4,1,0.0,1,4.795790545596741,10,1012,121.0,71,95
2152,2020-04-05,1787065,-0.614,-0.65,-0.265,-0.389,-0.264,-0.393,0.0861,-0.462,-0.5479999999999999,16,2020,4,5,1,0.0,0,4.158883083359672,10,1076,64.0,72,96
2153,2020-04-06,1787065,-0.609,-0.6409999999999999,-0.252,-0.388,-0.252,-0.378,0.093,-0.49,-0.55,16,2020,4,6,1,0.0,0,3.1780538303479458,10,1100,24.0,73,97
2154,2020-04-07,1787065,-0.604,-0.611,-0.245,-0.387,-0.245,-0.349,0.096,-0.478,-0.541,16,2020,4,7,1,1.0986122886681098,3,4.248495242049359,13,1170,70.0,74,98
2155,2020-04-08,1787065,-0.589,-0.608,-0.237,-0.386,-0.236,-0.335,0.0963,-0.518,-0.5760000000000001,16,2020,4,8,1,0.6931471805599453,2,3.688879454113936,15,1210,40.0,75,99
2156,2020-04-09,1787065,-0.5760000000000001,-0.618,-0.233,-0.371,-0.233,-0.315,0.11,-0.495,-0.58,16,2020,4,9,1,1.3862943611198906,4,3.0910424533583165,19,1232,22.0,76,100
2157,2020-04-10,1787065,-0.579,-0.616,-0.228,-0.322,-0.233,-0.309,0.127,-0.5,-0.581,16,2020,4,10,1,1.6094379124341005,5,4.897839799950911,24,1366,134.0,77,101
2158,2020-04-11,1787065,-0.5710000000000001,-0.64,-0.213,-0.28,-0.224,-0.277,0.162,-0.502,-0.59,16,2020,4,11,1,0.0,1,4.07753744390572,25,1425,59.0,78,102
2159,2020-04-12,1787065,-0.583,-0.6509999999999999,-0.226,-0.318,-0.234,-0.3,0.123,-0.509,-0.591,16,2020,4,12,1,0.6931471805599453,2,2.5649493574615367,27,1438,13.0,79,103
2160,2020-04-13,1787065,-0.593,-0.6729999999999999,-0.226,-0.316,-0.232,-0.324,0.112,-0.471,-0.598,16,2020,4,13,1,0.0,0,2.9444389791664403,27,1457,19.0,80,104
2161,2020-04-14,1787065,-0.591,-0.69,-0.234,-0.319,-0.238,-0.357,0.106,-0.474,-0.5920000000000001,16,2020,4,14,1,1.791759469228055,6,3.737669618283368,33,1499,42.0,81,105
2162,2020-04-15,1787065,-0.589,-0.7120000000000001,-0.224,-0.331,-0.228,-0.337,0.11,-0.368,-0.5920000000000001,16,2020,4,15,1,1.791759469228055,6,3.6635616461296463,39,1538,39.0,82,106
2163,2020-04-16,1787065,-0.5820000000000001,-0.733,-0.208,-0.362,-0.212,-0.321,0.102,-0.352,-0.5920000000000001,16,2020,4,16,1,0.6931471805599453,2,3.8918202981106265,41,1587,49.0,83,107
2164,2020-04-17,1787065,-0.564,-0.743,-0.196,-0.375,-0.197,-0.302,0.0702,-0.293,-0.585,16,2020,4,17,1,0.0,0,3.0910424533583165,41,1609,22.0,84,108
2165,2020-04-18,1787065,-0.5539999999999999,-0.718,-0.184,-0.391,-0.184,-0.294,0.0361,-0.273,-0.568,16,2020,4,18,1,0.6931471805599453,2,3.828641396489095,43,1655,46.0,85,109
2166,2020-04-19,1787065,-0.531,-0.695,-0.163,-0.362,-0.1639999999999999,-0.271,0.049,-0.286,-0.5579999999999999,16,2020,4,19,1,0.0,1,2.5649493574615367,44,1668,13.0,86,110
2167,2020-04-20,1787065,-0.506,-0.685,-0.145,-0.333,-0.146,-0.243,0.0165,-0.252,-0.546,16,2020,4,20,1,0.0,1,1.3862943611198906,45,1672,4.0,87,111
2168,2020-04-21,1787065,-0.478,-0.6659999999999999,-0.1,-0.273,-0.105,-0.161,0.0662,-0.235,-0.546,16,2020,4,21,1,1.0986122886681098,3,4.158883083359672,48,1736,64.0,88,112
2169,2020-04-22,1787065,-0.474,-0.684,-0.0975,-0.239,-0.107,-0.165,0.08,-0.316,-0.5479999999999999,16,2020,4,22,1,1.0986122886681098,3,3.4011973816621555,51,1766,30.0,89,113
2170,2020-04-23,1787065,-0.483,-0.6859999999999999,-0.101,-0.209,-0.109,-0.16,0.0857,-0.337,-0.563,16,2020,4,23,1,1.0986122886681098,3,3.58351893845611,54,1802,36.0,90,114
2171,2020-04-24,1787065,-0.488,-0.67,-0.108,-0.197,-0.117,-0.16,0.107,-0.397,-0.574,16,2020,4,24,1,0.0,0,3.5263605246161616,54,1836,34.0,91,115
2172,2020-04-25,1787065,-0.483,-0.685,-0.112,-0.219,-0.119,-0.155,0.128,-0.418,-0.581,16,2020,4,25,1,0.0,0,3.5263605246161616,54,1870,34.0,92,116
2173,2020-04-26,1787065,-0.484,-0.701,-0.11,-0.218,-0.113,-0.145,0.1669999999999999,-0.39,-0.5770000000000001,16,2020,4,26,1,0.6931471805599453,2,2.8332133440562166,56,1887,17.0,93,117
2174,2020-04-27,1787065,-0.49,-0.703,-0.11,-0.222,-0.115,-0.128,0.235,-0.395,-0.584,16,2020,4,27,1,0.0,0,2.302585092994046,56,1897,10.0,94,118
2175,2020-04-28,1787065,-0.505,-0.728,-0.128,-0.249,-0.133,-0.177,0.191,-0.375,-0.579,16,2020,4,28,1,0.6931471805599453,2,2.995732273553992,58,1917,20.0,95,119
2176,2020-04-29,1787065,-0.504,-0.679,-0.128,-0.262,-0.134,-0.179,0.185,-0.37,-0.581,16,2020,4,29,1,0.6931471805599453,2,3.555348061489413,60,1952,35.0,96,120
2177,2020-04-30,1787065,-0.4920000000000001,-0.655,-0.125,-0.299,-0.13,-0.186,0.191,-0.353,-0.573,16,2020,4,30,1,0.0,0,3.4657359027997265,60,1984,32.0,97,121
2178,2020-05-01,1787065,-0.484,-0.649,-0.116,-0.293,-0.124,-0.192,0.208,-0.3,-0.547,16,2020,5,1,1,1.0986122886681098,3,3.4657359027997265,63,2016,32.0,98,122
2179,2020-05-02,1787065,-0.48,-0.638,-0.118,-0.287,-0.128,-0.186,0.216,-0.294,-0.531,16,2020,5,2,1,0.0,0,2.9444389791664403,63,2035,19.0,99,123
2180,2020-05-03,1787065,-0.476,-0.633,-0.124,-0.264,-0.1369999999999999,-0.196,0.2,-0.306,-0.54,16,2020,5,3,1,0.0,1,3.258096538021482,64,2061,26.0,100,124
2181,2020-05-04,1787065,-0.46,-0.626,-0.115,-0.255,-0.127,-0.166,0.189,-0.298,-0.527,16,2020,5,4,1,0.0,0,0.0,64,2059,0.0,101,125
2182,2020-05-05,1787065,-0.45,-0.59,-0.109,-0.275,-0.117,-0.154,0.184,-0.238,-0.531,16,2020,5,5,1,0.0,0,3.8501476017100575,64,2106,47.0,102,126
2183,2020-05-06,1787065,-0.448,-0.573,-0.103,-0.271,-0.11,-0.147,0.182,-0.188,-0.527,16,2020,5,6,1,0.6931471805599453,2,3.0445224377234235,66,2127,21.0,103,127
2184,2020-05-07,1787065,-0.452,-0.579,-0.0933,-0.242,-0.1,-0.146,0.183,-0.155,-0.524,16,2020,5,7,1,0.0,1,3.4339872044851463,67,2158,31.0,104,128
2185,2020-05-08,1787065,-0.447,-0.573,-0.0827,-0.26,-0.0862,-0.151,0.186,-0.122,-0.535,16,2020,5,8,1,0.0,0,2.995732273553992,67,2178,20.0,105,129
2186,2020-05-09,1787065,-0.44,-0.5429999999999999,-0.0686,-0.254,-0.0697,-0.125,0.208,-0.131,-0.547,16,2020,5,9,1,0.0,0,3.2958368660043287,67,2205,27.0,106,130
2187,2020-05-10,1787065,-0.428,-0.5529999999999999,-0.0735,-0.283,-0.0737,-0.121,0.198,-0.134,-0.534,16,2020,5,10,1,0.0,0,3.218875824868201,67,2230,25.0,107,131
2188,2020-05-11,1787065,-0.435,-0.5589999999999999,-0.0833,-0.274,-0.0836,-0.138,0.1369999999999999,-0.119,-0.541,16,2020,5,11,1,0.0,0,0.6931471805599453,67,2232,2.0,108,132
2189,2020-05-12,1787065,-0.458,-0.595,-0.0816,-0.253,-0.0842,-0.144,0.116,-0.142,-0.517,16,2020,5,12,1,0.6931471805599453,2,3.3672958299864737,69,2261,29.0,109,133
2190,2020-05-13,1787065,-0.458,-0.635,-0.0836,-0.26,-0.0849,-0.128,0.113,-0.153,-0.509,16,2020,5,13,1,0.0,0,3.49650756146648,69,2294,33.0,110,134
2191,2020-05-14,1787065,-0.456,-0.623,-0.095,-0.212,-0.103,-0.109,0.0927,-0.172,-0.501,16,2020,5,14,1,0.0,0,3.4339872044851463,69,2325,31.0,111,135
2192,2020-05-15,1787065,-0.474,-0.65,-0.117,-0.179,-0.131,-0.102,0.0604,-0.19,-0.51,16,2020,5,15,1,1.0986122886681098,3,3.2958368660043287,72,2352,27.0,112,136
2193,2020-05-16,1787065,-0.467,-0.648,-0.126,-0.172,-0.143,-0.115,0.0171,-0.187,-0.496,16,2020,5,16,1,0.0,1,3.610917912644224,73,2389,37.0,113,137
2194,2020-05-17,1787065,-0.459,-0.664,-0.113,-0.193,-0.131,-0.093,0.0354,-0.1689999999999999,-0.501,16,2020,5,17,0,0.0,0,3.4011973816621555,73,2419,30.0,114,138
2195,2020-05-18,1787065,-0.449,-0.7170000000000001,-0.11,-0.239,-0.126,-0.0903,0.104,-0.171,-0.488,16,2020,5,18,0,0.0,0,0.6931471805599453,73,2421,2.0,115,139
2196,2020-05-19,1787065,-0.421,-0.7020000000000001,-0.113,-0.254,-0.128,-0.0638,0.122,-0.178,-0.515,16,2020,5,19,0,0.0,1,3.5263605246161616,74,2455,34.0,116,140
2197,2020-05-20,1787065,-0.406,-0.684,-0.101,-0.259,-0.113,-0.0522,0.127,-0.148,-0.509,16,2020,5,20,0,1.0986122886681098,3,3.0445224377234235,77,2476,21.0,117,141
2198,2020-05-21,1787065,-0.387,-0.675,-0.0821,-0.269,-0.0907,-0.0357,0.144,-0.12,-0.48,16,2020,5,21,0,0.0,0,3.4011973816621555,77,2506,30.0,118,142
2199,2020-05-22,1787065,-0.352,-0.629,-0.05,-0.281,-0.0507,-0.000365,0.166,-0.111,-0.445,16,2020,5,22,0,0.0,0,3.332204510175204,77,2534,28.0,119,143
2200,2020-05-23,1787065,-0.342,-0.628,-0.0422,-0.266,-0.0401,0.0194,0.17,-0.14,-0.442,16,2020,5,23,0,0.6931471805599453,2,4.110873864173311,79,2595,61.0,120,144
2201,2020-05-24,1787065,-0.335,-0.588,-0.0384,-0.238,-0.0339,0.0307,0.139,-0.136,-0.431,16,2020,5,24,0,0.0,0,3.4339872044851463,79,2626,31.0,121,145
2202,2020-05-25,1787065,-0.309,-0.484,-0.0231,-0.111,-0.0252,0.0265,0.1369999999999999,-0.0911,-0.419,16,2020,5,25,0,0.0,0,3.1780538303479458,79,2650,24.0,122,146
2203,2020-05-26,1787065,-0.313,-0.474,-0.0208,-0.211,-0.0142,0.0445,0.134,-0.124,-0.383,16,2020,5,26,0,0.0,0,2.6390573296152584,79,2664,14.0,123,147
2204,2020-05-27,1787065,-0.324,-0.4320000000000001,-0.021,-0.216,-0.0142,0.0578,0.117,-0.141,-0.368,16,2020,5,27,0,0.6931471805599453,2,3.555348061489413,81,2699,35.0,124,148
2205,2020-05-28,1787065,-0.33,-0.418,-0.0245,-0.22,-0.0156,0.0513,0.105,-0.151,-0.381,16,2020,5,28,0,0.0,1,3.4657359027997265,82,2731,32.0,125,149
2206,2020-05-29,1787065,-0.326,-0.419,-0.0217,-0.213,-0.0122,0.0449,0.103,-0.176,-0.381,16,2020,5,29,0,0.0,0,3.6635616461296463,82,2770,39.0,126,150
2207,2020-05-30,1787065,-0.31,-0.433,-0.0186,-0.209,-0.0118,0.0356,0.118,-0.138,-0.381,16,2020,5,30,0,0.0,0,3.5263605246161616,82,2804,34.0,127,151
2208,2020-05-31,1787065,-0.287,-0.429,-0.0008089999999999,-0.212,0.000617,0.0625,0.199,-0.16,-0.357,16,2020,5,31,0,0.0,0,3.58351893845611,82,2840,36.0,128,152
2209,2020-06-01,1787065,-0.274,-0.491,0.0179,-0.151,0.0121,0.0908,0.256,-0.143,-0.339,16,2020,6,1,0,0.0,0,2.7080502011022096,82,2855,15.0,129,153
2210,2020-06-02,1787065,-0.263,-0.463,0.0197,-0.127,0.0138,0.105,0.239,-0.156,-0.347,16,2020,6,2,0,0.0,1,3.970291913552122,83,2908,53.0,130,154
2211,2020-06-03,1787065,-0.249,-0.5,0.0186,-0.0758,0.0083,0.0808,0.237,-0.127,-0.339,16,2020,6,3,0,0.0,0,3.2958368660043287,83,2935,27.0,131,155
2212,2020-06-04,1787065,-0.22,-0.518,0.0136,-0.097,0.00432,0.058,0.23,-0.112,-0.339,16,2020,6,4,0,0.0,0,4.007333185232471,83,2990,55.0,132,156
2213,2020-06-05,1787065,-0.211,-0.507,0.0114,-0.0862,0.000346,0.0565,0.204,-0.0644,-0.334,16,2020,6,5,0,0.0,0,4.158883083359672,83,3054,64.0,133,157
2214,2020-06-06,1787065,-0.201,-0.513,0.0158,-0.086,0.00693,0.0526,0.184,-0.0434,-0.332,16,2020,6,6,0,0.0,0,4.043051267834549,83,3111,57.0,134,158
2215,2020-06-07,1787065,-0.219,-0.534,0.0083299999999999,-0.0781,0.0018,0.0325,0.141,-0.0113,-0.344,16,2020,6,7,0,0.0,0,3.332204510175204,83,3139,28.0,135,159
2216,2020-06-08,1787065,-0.22,-0.475,0.00391,-0.104,0.00431,0.0174,0.104,0.01,-0.363,16,2020,6,8,0,0.0,0,2.6390573296152584,83,3153,14.0,136,160
2217,2020-06-09,1787065,-0.227,-0.499,-0.00182,-0.125,-0.00237,0.0147,0.103,0.0246,-0.379,16,2020,6,9,0,0.0,0,3.7841896339182615,83,3197,44.0,137,161
2218,2020-06-10,1787065,-0.236,-0.476,0.00226,-0.103,0.00106,0.0142,0.104,0.0197,-0.387,16,2020,6,10,0,0.6931471805599453,2,3.3672958299864737,85,3226,29.0,138,162
2219,2020-06-11,1787065,-0.228,-0.44,0.0154,-0.064,0.0112,0.0545,0.105,0.0313,-0.352,16,2020,6,11,0,0.0,0,3.58351893845611,85,3262,36.0,139,163
2220,2020-06-12,1787065,-0.221,-0.474,0.0183,-0.0544,0.0144,0.0492,0.12,0.0244,-0.342,16,2020,6,12,0,0.0,1,3.713572066704309,86,3303,41.0,140,164
2221,2020-06-13,1787065,-0.223,-0.478,0.0107,-0.0816,0.00818,0.0592,0.104,0.0375,-0.337,16,2020,6,13,0,0.0,1,3.9318256327243257,87,3354,51.0,141,165
2222,2020-06-14,1787065,-0.207,-0.429,0.00132,-0.0943,-0.000797,0.0632,0.0907,0.0177,-0.337,16,2020,6,14,0,0.0,0,3.80666248977032,87,3399,45.0,142,166
2223,2020-06-15,1787065,-0.204,-0.419,0.00499,-0.0996,0.00326,0.0681,0.0665,0.00684,-0.335,16,2020,6,15,0,0.0,1,2.6390573296152584,88,3413,14.0,143,167
2224,2020-06-16,1787065,-0.205,-0.411,0.0115,-0.0302,0.0066,0.0783,0.0746,-0.0281,-0.322,16,2020,6,16,0,0.0,1,4.07753744390572,89,3472,59.0,144,168
2225,2020-06-17,1787065,-0.195,-0.409,0.00843,-0.0736,0.0046,0.0744,0.0824,-0.0171,-0.327,16,2020,6,17,0,0.0,0,4.262679877041316,89,3543,71.0,145,169
2226,2020-06-18,1787065,-0.205,-0.408,0.00995,-0.108,0.0105,0.0696,0.0982,-0.0479,-0.343,16,2020,6,18,0,0.0,0,4.51085950651685,89,3634,91.0,146,170
2227,2020-06-19,1787065,-0.204,-0.351,0.0138,-0.123,0.0157,0.0794,0.101,-0.0673,-0.344,16,2020,6,19,0,0.0,1,4.700480365792417,90,3744,110.0,147,171
2228,2020-06-20,1787065,-0.198,-0.318,0.0209,-0.0958,0.0222,0.0904,0.134,-0.101,-0.344,16,2020,6,20,0,0.0,0,4.84418708645859,90,3871,127.0,148,172
2229,2020-06-21,1787065,-0.192,-0.338,0.0228,-0.0949,0.0247,0.0685,0.127,-0.0913,-0.351,16,2020,6,21,0,0.0,0,4.90527477843843,90,4006,135.0,149,173
2230,2020-06-22,1787065,-0.185,-0.335,0.0252,-0.0663,0.0231,0.063,0.158,-0.0791,-0.346,16,2020,6,22,0,0.0,0,2.9444389791664403,90,4025,19.0,150,174
2231,2020-06-23,1787065,-0.177,-0.31,0.0245,-0.0977,0.0239,0.0465,0.156,-0.0464,-0.322,16,2020,6,23,0,0.0,0,5.488937726156687,90,4267,242.0,151,175
2232,2020-06-24,1787065,-0.184,-0.346,0.0139,-0.115,0.0138,0.0383,0.141,-0.0603,-0.329,16,2020,6,24,0,0.0,0,4.976733742420574,90,4412,145.0,152,176
2233,2020-06-25,1787065,-0.206,-0.37,-0.0137,-0.0931,-0.019,0.027,0.0988,-0.0982,-0.352,16,2020,6,25,0,0.0,1,5.472270673671472,91,4650,238.0,153,177
2234,2020-06-26,1787065,-0.242,-0.429,-0.0439,-0.0871,-0.0533,0.019,0.0782,-0.0976,-0.363,16,2020,6,26,0,0.0,0,5.389071729816501,91,4869,219.0,154,178
2235,2020-06-27,1787065,-0.26,-0.419,-0.0575,-0.0911,-0.0661,0.0158,0.048,-0.0799,-0.364,16,2020,6,27,0,0.0,0,5.634789603169249,91,5149,280.0,155,179
2236,2020-06-28,1787065,-0.269,-0.423,-0.058,-0.0485,-0.0712,0.0584,0.051,-0.122,-0.358,16,2020,6,28,0,0.0,1,5.135798437050261,92,5319,170.0,156,180
2237,2020-06-29,1787065,-0.273,-0.434,-0.0675,-0.0802,-0.0792,0.0724,0.0518,-0.113,-0.3670000000000001,16,2020,6,29,0,0.0,0,5.41164605185504,91,5543,224.0,157,181
2238,2020-06-30,1787065,-0.272,-0.459,-0.0682,-0.101,-0.0798,0.0723,0.0642,-0.109,-0.387,16,2020,6,30,0,0.0,0,5.424950017481403,91,5770,227.0,158,182
2239,2020-07-01,1787065,-0.264,-0.377,-0.0513,-0.0515,-0.0658,0.0785,0.0677,-0.087,-0.342,16,2020,7,1,0,0.0,1,5.869296913133774,92,6124,354.0,159,183
